code,country,year,subject,level,sourcetest,n_res,hlo,hlo_se,hlo_m,hlo_m_se,hlo_f,hlo_f_se,region,incomegroup
KOR,Korea (South),2011,math,pri,TIMSS,1,604.87415,1.8787113,608.0318,2.188102,601.46265,2.0605619,East Asia & Pacific,High income
KOR,Korea (South),2011,math,sec,TIMSS,1,612.79333,2.9172473,616.10803,3.076133,609.69617,3.4813826,East Asia & Pacific,High income
KOR,Korea (South),2011,science,pri,TIMSS,1,586.72937,2.0207746,590.48267,2.2953045,582.67438,2.3749683,East Asia & Pacific,High income
KOR,Korea (South),2011,science,sec,TIMSS,1,560.16339,2.0170474,562.55994,2.3671751,557.92413,2.641295,East Asia & Pacific,High income
KOR,Korea (South),2012,math,sec,PISA,1,569.32996,4.6786914,577.04413,4.7498183,560.48248,4.6414385,East Asia & Pacific,High income
KOR,Korea (South),2012,reading,sec,PISA,1,535.79047,3.9413836,524.96466,5.0288467,548.20667,4.4851384,East Asia & Pacific,High income
KOR,Korea (South),2012,science,sec,PISA,1,552.6922,3.3815687,554.09515,3.3981783,551.08319,3.3140078,East Asia & Pacific,High income
KOR,Korea (South),2015,math,pri,TIMSS,1,608.03503,2.2351284,611.62915,2.4345846,604.18036,2.4568074,East Asia & Pacific,High income
KOR,Korea (South),2015,math,sec,TIMSS,1,605.74219,2.651727,606.37097,3.2838292,605.04474,2.5773494,East Asia & Pacific,High income
KOR,Korea (South),2015,reading,sec,PISA,1,517.43671,3.5047235,498.069,4.7691631,538.60919,4.0057197,East Asia & Pacific,High income
KOR,Korea (South),2015,science,pri,TIMSS,1,589.31952,1.9907323,594.70428,2.2984366,583.54425,2.3278084,East Asia & Pacific,High income
KOR,Korea (South),2015,science,sec,TIMSS,1,555.59662,2.2241719,557.21515,2.8966956,553.80127,2.1657271,East Asia & Pacific,High income
KWT,Kuwait,2001,reading,pri,PIRLS,1,396.47144,4.2948804,373.18494,6.2936683,421.60092,5.6193137,Middle East & North Africa,High income
KWT,Kuwait,2006,reading,pri,PIRLS,1,330.30032,4.2159939,296.99161,6.2069201,364.01657,4.7233896,Middle East & North Africa,High income
KWT,Kuwait,2007,math,pri,TIMSS,1,315.53534,3.6456995,296.55399,6.1623769,333.35422,4.2524261,Middle East & North Africa,High income
KWT,Kuwait,2007,math,sec,TIMSS,1,353.6702,2.3161402,341.79102,4.0052085,363.78336,2.7056201,Middle East & North Africa,High income
KWT,Kuwait,2007,science,pri,TIMSS,1,348.15115,4.3674054,315.37631,7.310997,378.9187,4.6205664,Middle East & North Africa,High income
KWT,Kuwait,2007,science,sec,TIMSS,1,417.95621,2.8177922,391.40952,4.233376,440.5563,3.3872461,Middle East & North Africa,High income
KWT,Kuwait,2011,math,pri,TIMSS,1,341.75748,3.356461,323.04489,5.7986612,357.74097,3.5817685,Middle East & North Africa,High income
KWT,Kuwait,2011,reading,pri,PIRLS,1,419.07098,5.2029428,390.69296,7.2863898,443.40536,6.4414916,Middle East & North Africa,High income
KWT,Kuwait,2011,science,pri,TIMSS,1,347.13577,4.6925712,318.73032,7.1059074,371.3985,5.4880052,Middle East & North Africa,High income
KWT,Kuwait,2015,math,pri,TIMSS,1,353.06424,4.6837435,346.76776,5.5316963,359.25739,5.3969026,Middle East & North Africa,High income
KWT,Kuwait,2015,math,sec,TIMSS,1,392.4707,4.5869098,389.19995,6.886271,395.77466,4.6865449,Middle East & North Africa,High income
KWT,Kuwait,2015,science,pri,TIMSS,1,337.21292,6.2527041,322.34186,7.4116936,352.04874,7.875814,Middle East & North Africa,High income
KWT,Kuwait,2015,science,sec,TIMSS,1,410.74081,5.2480989,387.04639,8.2736168,434.29617,5.1063976,Middle East & North Africa,High income
KWT,Kuwait,2016,reading,pri,PIRLS,1,393.43228,4.1445165,376.20667,6.4423423,409.72458,4.8186913,Middle East & North Africa,High income
LAO,Lao PDR,2012,reading,pri,EGRA,0,356.35001,3.6351905,348.25452,3.8329368,364.30423,3.7070048,East Asia & Pacific,Lower middle income
LBN,Lebanon,2003,math,sec,TIMSS,1,433.04538,3.0909669,438.81946,3.8500535,428.74991,3.5579252,Middle East & North Africa,Upper middle income
LBN,Lebanon,2003,science,sec,TIMSS,1,393.3989,4.3148789,394.86569,5.9671011,392.30774,4.8460116,Middle East & North Africa,Upper middle income
LBN,Lebanon,2007,math,sec,TIMSS,1,449.06134,3.983712,456.34106,4.6846724,442.97183,4.1398654,Middle East & North Africa,Upper middle income
LBN,Lebanon,2007,science,sec,TIMSS,1,413.61142,5.9315467,417.45425,6.7104635,410.39688,6.1884217,Middle East & North Africa,Upper middle income
LBN,Lebanon,2011,math,sec,TIMSS,1,449.32739,3.7444086,456.03793,4.6761832,443.80853,4.1834183,Middle East & North Africa,Upper middle income
LBN,Lebanon,2011,science,sec,TIMSS,1,406.01636,4.8893547,408.19391,6.4815879,404.22552,5.4288392,Middle East & North Africa,Upper middle income
LBN,Lebanon,2015,math,sec,TIMSS,1,442.42511,3.4758656,443.79907,4.4534044,441.22437,3.5088885,Middle East & North Africa,Upper middle income
LBN,Lebanon,2015,reading,sec,PISA,1,346.54898,4.4135571,338.80618,5.3983569,353.27728,4.6617174,Middle East & North Africa,Upper middle income
LBN,Lebanon,2015,science,sec,TIMSS,1,398.15668,5.2115827,392.59842,6.6899643,403.0141,4.6683459,Middle East & North Africa,Upper middle income
LBR,Liberia,2011,reading,pri,EGRA,0,320.22052,3.6238883,325.13925,3.5688562,314.03198,3.598875,Sub-Saharan Africa,Low income
LBR,Liberia,2013,reading,pri,EGRA,0,303.48175,3.435401,308.7674,3.2888558,297.52679,3.3647475,Sub-Saharan Africa,Low income
LIE,Liechtenstein,2000,math,sec,PISA,1,532.62732,6.7452803,539.49445,6.786716,528.68433,6.7840428,Europe & Central Asia,High income
LIE,Liechtenstein,2000,reading,sec,PISA,1,482.58691,4.1190629,468.44528,7.3296132,499.61212,6.8318119,Europe & Central Asia,High income
LIE,Liechtenstein,2000,science,sec,PISA,1,499.27258,6.7350078,506.16135,6.7420187,492.58539,6.4728689,Europe & Central Asia,High income
LIE,Liechtenstein,2003,math,sec,PISA,1,552.72168,4.4179244,565.70477,4.2262745,539.04932,4.3263669,Europe & Central Asia,High income
LIE,Liechtenstein,2003,reading,sec,PISA,1,525.07501,3.5794251,516.60321,7.2393794,533.99658,6.5419626,Europe & Central Asia,High income
LIE,Liechtenstein,2003,science,sec,PISA,1,541.77045,4.0977592,552.72717,3.8642869,530.23199,3.998399,Europe & Central Asia,High income
LIE,Liechtenstein,2006,math,sec,PISA,1,542.7149,4.4164658,542.5849,4.3008356,542.82648,4.2772183,Europe & Central Asia,High income
LIE,Liechtenstein,2006,reading,sec,PISA,1,510.43777,3.9132206,486.38177,7.6916494,531.07544,6.3161092,Europe & Central Asia,High income
LIE,Liechtenstein,2006,science,sec,PISA,1,539.1601,3.7922702,533.86542,3.8724227,543.70239,3.8540215,Europe & Central Asia,High income
LIE,Liechtenstein,2009,math,sec,PISA,1,552.95557,4.3063102,563.47089,4.1424427,541.10272,4.2621818,Europe & Central Asia,High income
LIE,Liechtenstein,2009,reading,sec,PISA,1,499.32205,2.8000085,484.09799,4.5427227,516.4826,4.4816833,Europe & Central Asia,High income
LIE,Liechtenstein,2009,science,sec,PISA,1,537.21442,3.129035,543.6864,3.1628864,529.91913,3.262934,Europe & Central Asia,High income
LIE,Liechtenstein,2012,math,sec,PISA,1,551.95435,4.2249017,561.69855,4.1563482,540.88428,4.1177034,Europe & Central Asia,High income
LIE,Liechtenstein,2012,reading,sec,PISA,1,515.52167,4.101511,504.06625,6.1617856,528.53571,5.755394,Europe & Central Asia,High income
LIE,Liechtenstein,2012,science,sec,PISA,1,541.35443,3.2885189,548.20746,3.3551304,533.56891,3.2508695,Europe & Central Asia,High income
LKA,Sri Lanka,2009,math,sec,PISA,1,400,,,,,,South Asia,Lower middle income
LSO,Lesotho,2000,math,pri,SACMEQ,1,336.95096,5.6007481,338.26227,5.3589249,335.31534,5.3800278,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,2000,reading,pri,SACMEQ,1,295.71976,7.3440986,299.50943,7.2288256,290.98352,7.1901956,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,2007,math,pri,SACMEQ,1,370.29333,5.6802411,370.14069,5.5735722,370.47687,6.0505066,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,2007,reading,pri,SACMEQ,1,313.23355,7.3787198,317.01501,7.2036958,308.68619,7.2971721,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,2013,math,pri,SACMEQ,1,411.33484,6.2481108,,,,,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,2013,reading,pri,SACMEQ,1,358.30545,8.493413,,,,,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2001,reading,pri,PIRLS,1,543.38647,2.5886412,534.85706,2.7123005,552.09241,2.9648554,Europe & Central Asia,High income
LTU,Lithuania,2003,math,pri,TIMSS,1,534.01703,2.8043556,535.66327,3.1966989,534.90784,3.4737687,Europe & Central Asia,High income
LTU,Lithuania,2003,math,sec,TIMSS,1,501.61505,2.4582896,498.91031,3.0012364,503.49615,2.879503,Europe & Central Asia,High income
LTU,Lithuania,2003,science,pri,TIMSS,1,512.10577,2.5514846,513.00995,2.8832934,513.35248,3.0001607,Europe & Central Asia,High income
LTU,Lithuania,2003,science,sec,TIMSS,1,519.38049,2.143147,522.09406,2.4135611,516.30621,2.7421451,Europe & Central Asia,High income
LTU,Lithuania,2006,math,sec,PISA,1,507.09229,3.328651,508.06247,3.249929,506.08649,3.4008002,Europe & Central Asia,High income
LTU,Lithuania,2006,reading,pri,PIRLS,1,537.03253,1.6402476,528.18091,2.0372884,546.34119,1.9517488,Europe & Central Asia,High income
LTU,Lithuania,2006,reading,sec,PISA,1,470.07077,2.9832435,444.82217,3.4614468,496.2464,3.2175171,Europe & Central Asia,High income
LTU,Lithuania,2006,science,sec,PISA,1,509.54025,2.649405,505.61603,2.5386047,513.60852,2.6681747,Europe & Central Asia,High income
LTU,Lithuania,2007,math,pri,TIMSS,1,529.79877,2.3718448,529.88715,3.175508,529.70599,2.768712,Europe & Central Asia,High income
LTU,Lithuania,2007,math,sec,TIMSS,1,505.8179,2.323667,502.48724,2.2779675,509.18491,3.0078735,Europe & Central Asia,High income
LTU,Lithuania,2007,science,pri,TIMSS,1,514.20508,2.365648,512.06268,2.9243906,516.45526,2.6857152,Europe & Central Asia,High income
LTU,Lithuania,2007,science,sec,TIMSS,1,518.5589,2.549767,519.26587,2.6664772,517.84418,3.1862786,Europe & Central Asia,High income
LTU,Lithuania,2009,math,sec,PISA,1,498.01797,3.0707603,495.18658,2.9661429,500.92966,3.1165478,Europe & Central Asia,High income
LTU,Lithuania,2009,reading,sec,PISA,1,468.44275,2.3910728,439.48334,2.7920682,498.22333,2.562144,Europe & Central Asia,High income
LTU,Lithuania,2009,science,sec,PISA,1,512.53052,2.788013,505.19238,2.801734,520.07672,2.8536441,Europe & Central Asia,High income
LTU,Lithuania,2011,math,pri,TIMSS,1,533.68988,2.4412894,534.28162,2.9314888,533.03967,2.5739594,Europe & Central Asia,High income
LTU,Lithuania,2011,math,sec,TIMSS,1,502.36603,2.5069749,497.82468,3.1593485,507.11166,2.6107304,Europe & Central Asia,High income
LTU,Lithuania,2011,reading,pri,PIRLS,1,528.22888,1.966634,519.66876,2.4192455,537.4917,2.3841169,Europe & Central Asia,High income
LTU,Lithuania,2011,science,pri,TIMSS,1,514.62823,2.4231582,515.0564,3.0387878,514.15771,2.4114103,Europe & Central Asia,High income
LTU,Lithuania,2011,science,sec,TIMSS,1,513.86884,2.5649703,509.79111,3.1177325,518.12988,2.9641504,Europe & Central Asia,High income
LTU,Lithuania,2012,math,sec,PISA,1,500.0705,3.1740828,500.15012,3.090045,499.98965,3.0641096,Europe & Central Asia,High income
LTU,Lithuania,2012,reading,sec,PISA,1,477.30661,2.481189,449.96484,2.8049984,505.06982,2.5506237,Europe & Central Asia,High income
LTU,Lithuania,2012,science,sec,PISA,1,516.24579,2.4422991,509.81412,2.518934,522.77655,2.5930378,Europe & Central Asia,High income
LTU,Lithuania,2015,math,pri,TIMSS,1,535.34094,2.4945211,534.11469,3.2443535,536.56683,2.8196535,Europe & Central Asia,High income
LTU,Lithuania,2015,math,sec,TIMSS,1,511.3132,2.6849184,512.69592,3.0478902,509.9151,3.3653069,Europe & Central Asia,High income
LTU,Lithuania,2015,reading,sec,PISA,1,472.40656,2.7359288,453.15665,3.1262023,492.24231,2.9930334,Europe & Central Asia,High income
LTU,Lithuania,2015,science,pri,TIMSS,1,527.6665,2.5538988,525.99103,3.2088459,529.34161,2.9671383,Europe & Central Asia,High income
LTU,Lithuania,2015,science,sec,TIMSS,1,519.10535,2.6068106,518.5528,3.2094152,519.664,3.1640484,Europe & Central Asia,High income
LTU,Lithuania,2016,reading,pri,PIRLS,1,548.27838,2.5954609,538.11719,3.1390629,558.34808,2.745208,Europe & Central Asia,High income
LUX,Luxembourg,2000,math,sec,PISA,1,469.41855,2.6156991,477.25146,2.6553783,463.41251,2.7007053,Europe & Central Asia,High income
LUX,Luxembourg,2000,reading,sec,PISA,1,441.24582,1.5941039,428.83252,2.5843997,455.715,2.2952604,Europe & Central Asia,High income
LUX,Luxembourg,2000,science,sec,PISA,1,470.67032,2.3121843,468.87234,2.2840731,474.54001,2.3142209,Europe & Central Asia,High income
LUX,Luxembourg,2003,math,sec,PISA,1,513.36475,2.0988042,521.42505,2.1462359,505.55566,2.1199346,Europe & Central Asia,High income
LUX,Luxembourg,2003,reading,sec,PISA,1,479.42258,1.4842516,462.65921,2.6013649,495.66351,1.8439565,Europe & Central Asia,High income
LUX,Luxembourg,2003,science,sec,PISA,1,505.04355,1.5997947,510.61258,1.6306641,499.64804,1.6850349,Europe & Central Asia,High income
LUX,Luxembourg,2006,math,sec,PISA,1,510.40125,2.1410873,517.9682,2.1664255,502.64987,2.1499438,Europe & Central Asia,High income
LUX,Luxembourg,2006,reading,pri,PIRLS,1,557.19519,1.0840058,555.54211,1.6003844,558.90771,1.3290207,Europe & Central Asia,High income
LUX,Luxembourg,2006,reading,sec,PISA,1,479.36655,1.2819123,463.71503,2.0143778,495.39948,2.0503235,Europe & Central Asia,High income
LUX,Luxembourg,2006,science,sec,PISA,1,508.12671,1.2843955,512.12396,1.3942275,504.03204,1.3191431,Europe & Central Asia,High income
LUX,Luxembourg,2009,math,sec,PISA,1,509.53754,2.3252966,518.37976,2.2380762,500.45752,2.164227,Europe & Central Asia,High income
LUX,Luxembourg,2009,reading,sec,PISA,1,472.1734,1.2534162,452.73318,1.8638526,492.13644,1.5298611,Europe & Central Asia,High income
LUX,Luxembourg,2009,science,sec,PISA,1,506.05191,1.4791123,508.95724,1.4301692,503.06839,1.4993006,Europe & Central Asia,High income
LUX,Luxembourg,2012,math,sec,PISA,1,510.25638,2.1693804,521.66748,2.0706725,498.49347,2.2291219,Europe & Central Asia,High income
LUX,Luxembourg,2012,reading,sec,PISA,1,487.80704,1.5418115,473.04565,1.8958919,503.02353,1.7718619,Europe & Central Asia,High income
LUX,Luxembourg,2012,science,sec,PISA,1,512.362,1.5013269,518.85651,1.4777539,505.66724,1.5056646,Europe & Central Asia,High income
LUX,Luxembourg,2015,math,sec,PISA,1,506.49094,2.1933141,511.77011,2.234792,501.28366,2.1754053,Europe & Central Asia,High income
LUX,Luxembourg,2015,reading,sec,PISA,1,481.43909,1.4414449,470.69699,1.8647124,492.03482,2.17311,Europe & Central Asia,High income
LUX,Luxembourg,2015,science,sec,PISA,1,505.08026,1.4007701,508.41049,1.3921151,501.79541,1.3562278,Europe & Central Asia,High income
LVA,Latvia,2000,math,sec,PISA,1,485.2684,4.5727262,488.8219,4.5075264,483.02524,4.5136881,Europe & Central Asia,High income
LVA,Latvia,2000,reading,sec,PISA,1,458.07108,5.2704468,431.9183,5.529459,484.71051,5.3962049,Europe & Central Asia,High income
LVA,Latvia,2000,science,sec,PISA,1,485.3833,5.2375493,476.06226,5.0773759,495.67856,5.1757498,Europe & Central Asia,High income
LVA,Latvia,2001,reading,pri,PIRLS,1,544.60693,2.2841301,534.2356,2.570509,555.92847,3.0735061,Europe & Central Asia,High income
LVA,Latvia,2003,math,pri,TIMSS,1,535.85474,2.8349509,535.5755,3.4623957,536.14441,2.8607867,Europe & Central Asia,High income
LVA,Latvia,2003,math,sec,TIMSS,1,508.32733,3.1740079,505.59015,3.6905301,511.1496,3.2542677,Europe & Central Asia,High income
LVA,Latvia,2003,reading,sec,PISA,1,490.56253,3.6691916,470.39688,4.5148873,509.14276,3.6623266,Europe & Central Asia,High income
LVA,Latvia,2003,science,pri,TIMSS,1,531.52087,2.4890881,528.74078,3.2479489,534.40503,2.6019235,Europe & Central Asia,High income
LVA,Latvia,2003,science,sec,TIMSS,1,512.36267,2.5514171,515.64459,3.049329,509.00455,2.5754097,Europe & Central Asia,High income
LVA,Latvia,2006,math,sec,PISA,1,506.85638,3.4675317,509.33197,3.1647041,504.51123,3.4136434,Europe & Central Asia,High income
LVA,Latvia,2006,reading,pri,PIRLS,1,540.91156,2.3352644,529.80188,2.5852261,552.95099,2.7039888,Europe & Central Asia,High income
LVA,Latvia,2006,reading,sec,PISA,1,479.49182,3.7307367,453.82828,4.3347588,503.80359,3.4787078,Europe & Central Asia,High income
LVA,Latvia,2006,science,sec,PISA,1,510.91461,2.9194312,507.79361,2.8574898,513.87122,2.8108506,Europe & Central Asia,High income
LVA,Latvia,2007,math,pri,TIMSS,1,537.2002,2.305722,535.93219,3.0105057,538.58667,2.9089987,Europe & Central Asia,High income
LVA,Latvia,2007,science,pri,TIMSS,1,541.89508,2.288075,538.99512,3.0275729,545.06592,2.7735372,Europe & Central Asia,High income
LVA,Latvia,2009,math,sec,PISA,1,502.96362,3.3130722,503.82977,3.5844841,502.12,3.4530883,Europe & Central Asia,High income
LVA,Latvia,2009,reading,sec,PISA,1,483.96014,2.957006,459.95212,3.4322412,507.3425,3.091953,Europe & Central Asia,High income
LVA,Latvia,2009,science,sec,PISA,1,514.6687,2.9315505,511.6835,3.0056946,517.57611,2.9823899,Europe & Central Asia,High income
LVA,Latvia,2012,math,sec,PISA,1,510.92725,3.232909,509.15698,3.1396019,512.72968,3.0794828,Europe & Central Asia,High income
LVA,Latvia,2012,reading,sec,PISA,1,488.69443,2.385618,461.57431,3.2965369,516.30621,2.6950879,Europe & Central Asia,High income
LVA,Latvia,2012,science,sec,PISA,1,521.86255,2.670799,515.23938,2.6921732,528.60577,2.6375589,Europe & Central Asia,High income
LVA,Latvia,2015,math,sec,PISA,1,503.28824,2.5335076,502.41092,2.5174866,504.16818,2.6669774,Europe & Central Asia,High income
LVA,Latvia,2015,reading,sec,PISA,1,487.75809,1.80203,466.75522,2.3329604,508.82507,2.4015577,Europe & Central Asia,High income
LVA,Latvia,2015,science,sec,PISA,1,511.50452,1.6578711,506.88214,1.7408844,516.14105,1.8066604,Europe & Central Asia,High income
LVA,Latvia,2016,reading,pri,PIRLS,1,557.75092,1.6900649,549.16156,2.1054158,565.97131,2.1067991,Europe & Central Asia,High income
MAC,"Macao, SAR China",2003,math,sec,PISA,1,544.84314,3.1050429,554.93799,3.3275328,535.2937,3.4562461,East Asia & Pacific,High income
MAC,"Macao, SAR China",2003,reading,sec,PISA,1,497.64008,2.1604097,490.82095,3.6216431,504.09073,2.7511404,East Asia & Pacific,High income
MAC,"Macao, SAR China",2003,science,sec,PISA,1,541.34467,2.9103765,545.05408,2.8937311,537.83563,2.8043773,East Asia & Pacific,High income
MAC,"Macao, SAR China",2006,math,sec,PISA,1,542.74731,2.2588153,547.65796,2.2665148,537.71484,2.3843646,East Asia & Pacific,High income
MAC,"Macao, SAR China",2006,reading,sec,PISA,1,492.28781,1.0990707,479.42194,1.7854779,505.47314,1.4905957,East Asia & Pacific,High income
MAC,"Macao, SAR China",2006,science,sec,PISA,1,529.3562,1.3431561,530.96948,1.3583188,527.70288,1.3485955,East Asia & Pacific,High income
MAC,"Macao, SAR China",2009,math,sec,PISA,1,543.00659,2.1685674,548.13031,2.014571,537.75671,2.1244359,East Asia & Pacific,High income
MAC,"Macao, SAR China",2009,reading,sec,PISA,1,486.63535,.89183694,469.75024,1.2501436,503.9364,1.1825995,East Asia & Pacific,High income
MAC,"Macao, SAR China",2009,science,sec,PISA,1,529.5553,1.3059399,528.49567,1.3312447,530.64105,1.3346559,East Asia & Pacific,High income
MAC,"Macao, SAR China",2012,math,sec,PISA,1,554.88336,2.1518345,556.16565,2.1214015,553.53448,2.0622885,East Asia & Pacific,High income
MAC,"Macao, SAR China",2012,reading,sec,PISA,1,508.94925,.90623492,491.57382,1.3812666,527.22693,1.0651761,East Asia & Pacific,High income
MAC,"Macao, SAR China",2012,science,sec,PISA,1,537.78308,1.2038109,537.22992,1.2414614,538.36493,1.1570764,East Asia & Pacific,High income
MAC,"Macao, SAR China",2015,math,sec,PISA,1,560.1264,2.2228339,556.35217,2.1578615,563.9292,2.2224917,East Asia & Pacific,High income
MAC,"Macao, SAR China",2015,reading,sec,PISA,1,508.69052,1.250694,492.96136,1.8624029,524.53894,1.5897771,East Asia & Pacific,High income
MAC,"Macao, SAR China",2015,science,sec,PISA,1,544.69244,1.3104504,541.36975,1.3309964,548.04028,1.3221549,East Asia & Pacific,High income
MAC,"Macao, SAR China",2016,reading,pri,PIRLS,1,545.58118,1.0622919,545.12152,1.6831975,546.05811,1.5897372,East Asia & Pacific,High income
MAR,Morocco,2001,reading,pri,PIRLS,1,349.51126,9.6498699,341.15268,10.884173,361.23889,9.5874376,Middle East & North Africa,Lower middle income
MAR,Morocco,2003,math,pri,TIMSS,1,346.80713,5.0814376,349.84491,5.0656214,343.59619,6.1055832,Middle East & North Africa,Lower middle income
MAR,Morocco,2003,math,sec,TIMSS,1,386.53912,2.4827631,393.44565,3.0487151,381.40442,2.7927017,Middle East & North Africa,Lower middle income
MAR,Morocco,2003,science,pri,TIMSS,1,304.39185,6.7049875,303.24997,6.8084683,305.58713,7.9138875,Middle East & North Africa,Lower middle income
MAR,Morocco,2003,science,sec,TIMSS,1,396.47375,2.5010509,402.74475,3.7595074,391.60516,3.1604655,Middle East & North Africa,Lower middle income
MAR,Morocco,2006,reading,pri,PIRLS,1,322.58005,5.9376473,314.29489,6.6482024,331.80594,6.5595684,Middle East & North Africa,Lower middle income
MAR,Morocco,2007,math,pri,TIMSS,1,341.30472,4.6681733,342.81247,5.4154258,339.44629,5.0114555,Middle East & North Africa,Lower middle income
MAR,Morocco,2007,math,sec,TIMSS,1,380.78351,2.9700847,385.42236,3.9494467,376.89407,3.6905274,Middle East & North Africa,Lower middle income
MAR,Morocco,2007,science,pri,TIMSS,1,297.44687,5.8639355,292.38181,6.8088875,302.41931,6.4034481,Middle East & North Africa,Lower middle income
MAR,Morocco,2007,science,sec,TIMSS,1,401.83075,2.8983197,400.60107,3.5841722,403.04456,3.7368734,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,reading,pri,EGRA,0,298.68042,3.820143,298.31461,3.6943212,298.91217,3.7147479,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,math,pri,TIMSS,1,334.59378,4.0191154,331.40112,4.3402419,338.10217,4.6449237,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,math,sec,TIMSS,1,371.14542,1.9806629,371.19208,2.7072816,371.10226,2.3300726,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,reading,pri,PIRLS,1,310.45877,3.8878136,296.45346,4.6050916,325.78647,4.0482197,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,science,pri,TIMSS,1,263.65436,4.5001602,259.46167,4.9343905,268.24918,5.1165218,Middle East & North Africa,Lower middle income
MAR,Morocco,2011,science,sec,TIMSS,1,375.88705,2.2088096,374.22992,2.6948872,377.76791,2.6419637,Middle East & North Africa,Lower middle income
MAR,Morocco,2015,math,pri,TIMSS,1,377.45453,3.5112054,376.7981,3.9039471,378.16797,3.6605589,Middle East & North Africa,Lower middle income
MAR,Morocco,2015,math,sec,TIMSS,1,384.38712,2.2068276,383.63278,2.4455945,385.32108,2.406884,Middle East & North Africa,Lower middle income
MAR,Morocco,2015,science,pri,TIMSS,1,352.20731,4.5433736,347.21884,5.3302107,357.60556,4.7819738,Middle East & North Africa,Lower middle income
MAR,Morocco,2015,science,sec,TIMSS,1,393.25253,2.5393271,390.00528,3.3439007,397.12216,2.3739328,Middle East & North Africa,Lower middle income
MAR,Morocco,2016,reading,pri,PIRLS,1,357.82285,3.738404,344.26205,4.1584315,371.85477,3.8484824,Middle East & North Africa,Lower middle income
MDA,Moldova,2001,reading,pri,PIRLS,1,491.74277,3.9665272,479.50684,3.997797,504.12521,4.7354708,Europe & Central Asia,Lower middle income
MDA,Moldova,2003,math,pri,TIMSS,1,504.14896,4.8794212,498.87943,5.1383395,509.57364,5.2267323,Europe & Central Asia,Lower middle income
MDA,Moldova,2003,math,sec,TIMSS,1,459.89474,4.0497446,454.70377,4.7548857,464.85339,4.0676932,Europe & Central Asia,Lower middle income
MDA,Moldova,2003,science,pri,TIMSS,1,496.42032,4.5993013,490.3916,4.9220366,502.61337,4.8490381,Europe & Central Asia,Lower middle income
MDA,Moldova,2003,science,sec,TIMSS,1,472.42264,3.3651896,468.10623,3.6988244,476.54581,3.5224786,Europe & Central Asia,Lower middle income
MDA,Moldova,2006,reading,pri,PIRLS,1,499.88382,3.0366845,492.98874,3.4863369,506.88391,3.0861285,Europe & Central Asia,Lower middle income
MDA,Moldova,2009,math,sec,PISA,1,424.90765,3.5466309,426.19922,3.4229951,423.54382,3.6115572,Europe & Central Asia,Lower middle income
MDA,Moldova,2009,reading,sec,PISA,1,388.0777,2.8340709,366.09302,3.0292878,411.29294,3.0520306,Europe & Central Asia,Lower middle income
MDA,Moldova,2009,science,sec,PISA,1,444.43176,2.8693123,438.6214,2.8989797,450.56732,2.9616492,Europe & Central Asia,Lower middle income
MDA,Moldova,2015,math,sec,PISA,1,445.39761,2.9523399,444.53235,2.8783958,446.2702,2.9749374,Europe & Central Asia,Lower middle income
MDA,Moldova,2015,reading,sec,PISA,1,416.22925,2.5174699,390.49216,2.7120483,442.185,2.9655933,Europe & Central Asia,Lower middle income
MDA,Moldova,2015,science,sec,PISA,1,457.61777,2.0162101,454.68042,2.0210028,460.58008,2.0215566,Europe & Central Asia,Lower middle income
MDG,Madagascar,2006,reading,pri,PASEC,1,336.71716,8.0909929,333.08206,8.1681356,339.61145,8.375308,Sub-Saharan Africa,Low income
MDG,Madagascar,2014,reading,pri,PASEC,1,465.39999,9.9182205,461.39999,9.4320774,468.89999,9.7642498,Sub-Saharan Africa,Low income
MEX,Mexico,2000,math,sec,PISA,1,415.47592,3.5351079,420.45547,3.6311023,410.61972,3.7197847,Latin America & Caribbean,Upper middle income
MEX,Mexico,2000,reading,sec,PISA,1,421.96063,3.3145854,411.48108,4.1770487,431.74658,3.8369915,Latin America & Caribbean,Upper middle income
MEX,Mexico,2000,science,sec,PISA,1,452.02322,2.9662285,453.57846,2.9730337,449.8461,3.0253804,Latin America & Caribbean,Upper middle income
MEX,Mexico,2003,math,sec,PISA,1,413.56488,3.8301845,418.78687,4.0802588,408.7179,3.8542366,Latin America & Caribbean,Upper middle income
MEX,Mexico,2003,reading,sec,PISA,1,399.72192,4.0922899,388.58905,4.5562863,410.0654,4.5721254,Latin America & Caribbean,Upper middle income
MEX,Mexico,2003,science,sec,PISA,1,437.61249,3.3966238,441.8096,3.2956784,433.7164,3.2118261,Latin America & Caribbean,Upper middle income
MEX,Mexico,2006,math,pri,LLECE,1,419.89178,6.5424294,416.94092,6.4229922,423.18906,6.5981512,Latin America & Caribbean,Upper middle income
